route_id,module_tags,total_runs,full_runs,full_failed_runs,full_flaky_runs,log_signal_runs,log_failed_runs,log_flaky_runs,failed_runs,flaky_runs,attempt_failures,pass_rate,failed_runs_macos,failed_runs_windows,last_outcome,last_failed_at,top_error_signature
chat-mention.spec.ts :: Chat @ Mention Popup > Enter selects mention popup item,chat,650,579,0,0,650,59,12,59,12,71,1.0000,45,14,passed,2026-06-28T08:56:34Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-mention.spec.ts :: Chat @ Mention Popup > mention popup closes on Escape,chat,648,579,0,0,648,57,12,57,12,69,1.0000,45,12,passed,2026-06-28T07:42:10Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-mention.spec.ts :: Chat @ Mention Popup > mention popup filters items as user types,chat,646,579,0,0,646,58,9,58,9,67,1.0000,45,13,passed,2026-06-29T15:27:20Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-mention.spec.ts :: Chat @ Mention Popup > typing @ shows mention popup menu,chat,649,579,0,0,649,57,13,57,13,70,1.0000,45,12,passed,2026-06-29T15:27:20Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-message-edit-width-and-resend-recvhXkuBGhpUP.spec.ts :: Chat message edit bubble (recvhXkuBGhpUP) > edit bubble expands to most of the chat width and allows resend without content change,chat,645,579,0,0,645,52,14,52,14,66,1.0000,33,19,passed,2026-06-29T14:04:45Z,Error: expect(locator).toContainText(expected) failed
chat-new-session-category-layout-recvoGfPZ9lQfr.spec.ts :: Chat new-session category layout (recvoGfPZ9lQfr) > keeps English category chips distinct when the browser narrows the chat panel,browser;chat,229,229,0,0,229,0,0,0,0,0,1.0000,0,0,passed,,
chat-offline-runtime-retry-banner-recvnkB6iKHKyc.spec.ts :: Offline network banner during Floatboat runtime retry (recvnkB6iKHKyc) > shows network banner instead of model retry notice after the OS reports offline,chat,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
chat-operations.spec.ts :: Chat Operations > auto-drains consecutive queued messages after fast queued turns complete,chat,595,579,0,1,595,1,16,1,16,17,0.9983,0,1,passed,2026-06-25T19:52:05Z,TimeoutError: locator.click: Timeout 5000ms exceeded.
"chat-operations.spec.ts :: Chat Operations > edit user message prompts confirm, truncates, and resends (with dont-ask-again)",chat,673,579,0,5,673,79,20,79,20,101,0.9914,51,28,passed,2026-07-16T09:33:26Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
chat-operations.spec.ts :: Chat Operations > stop generating interrupts a long mock stream,chat,666,579,0,2,666,73,16,73,16,89,0.9965,49,24,passed,2026-06-26T07:18:12Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
chat-panel-narrow-resize-recvnwiWFjo0Lt.spec.ts :: chat panel narrow resize (recvnwiWFjo0Lt) > new-session landing and composer stay inside the manually narrowed chat panel,chat,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
chat-preview-close-width-recvmMtC6ZLUP7.spec.ts :: chat preview close width restore (recvmMtC6ZLUP7) > restores manually widened chat panel width after preview closes,chat,144,144,0,0,144,0,0,0,0,0,1.0000,0,0,passed,,
"chat-queue-banner-neutral-copy-recvj80ViBezFv.spec.ts :: Chat auto-retry notice neutral copy (recvj80ViBezFv) > auto-retry notice hides paid upgrade, queue, and dismiss affordances",chat,588,579,0,0,588,6,3,6,3,9,1.0000,5,1,passed,2026-06-16T18:03:38Z,Error: expect(locator).toBeVisible() failed
chat-queue-banner-neutral-copy-recvj80ViBezFv.spec.ts :: Chat queue banner neutral copy (recvj80ViBezFv) > auto-retry banner hides paid upgrade guidance and can be dismissed,chat,22,0,0,0,22,22,0,22,0,22,,10,12,failed,2026-06-16T02:41:48Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-queue-banner-payment-refresh-recvkdFp7Rpwm2.spec.ts :: Chat auto-retry notice clears after subscription recovery (recvkdFp7Rpwm2) > subscription success (hasActiveSubscription false→true) clears the auto-retry notice,chat,599,579,0,0,599,7,13,7,13,20,1.0000,5,2,passed,2026-06-29T15:27:20Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-queue-banner-payment-refresh-recvkdFp7Rpwm2.spec.ts :: Chat auto-retry notice clears after subscription recovery (recvkdFp7Rpwm2) > subscription that was already active does not retroactively clear an unrelated auto retry,chat,596,579,0,0,596,7,10,7,10,17,1.0000,5,2,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-queue-banner-payment-refresh-recvkdFp7Rpwm2.spec.ts :: Chat queue banner clears after skip-queue payment (recvkdFp7Rpwm2) > payment success (hasActiveSubscription false→true) clears the stuck queue banner,chat,35,0,0,0,35,34,1,34,1,35,,22,12,failed,2026-06-11T04:03:35Z,Error: expect(locator).toBeVisible() failed
chat-queue-banner-payment-refresh-recvkdFp7Rpwm2.spec.ts :: Chat queue banner clears after skip-queue payment (recvkdFp7Rpwm2) > subscription that was already active does not retroactively clear an unrelated queue,chat,37,0,0,0,37,36,1,36,1,37,,22,14,failed,2026-06-11T04:03:35Z,Error: expect(locator).toBeVisible() failed
chat-queue-banner-recovery-recvieR87zAFp4.spec.ts :: Chat auto-retry notice recovery (recvieR87zAFp4) > auto-retry notice has no manual dismiss button,chat,593,579,0,0,593,7,7,7,7,14,1.0000,5,2,passed,2026-06-26T07:18:12Z,Error: expect(locator).toBeVisible() failed
chat-queue-banner-recovery-recvieR87zAFp4.spec.ts :: Chat auto-retry notice recovery (recvieR87zAFp4) > successful recovery completed status clears autoRetry notice,chat,592,579,0,0,592,6,7,6,7,13,1.0000,5,1,passed,2026-06-16T18:03:38Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-queue-banner-recovery-recvieR87zAFp4.spec.ts :: Chat queue banner recovery (recvieR87zAFp4) > manual dismiss button clears a staged priority queue banner,chat,29,0,0,0,29,26,3,26,3,29,,10,16,failed,2026-06-16T02:41:48Z,Error: expect(locator).toBeVisible() failed
chat-queue-banner-recovery-recvieR87zAFp4.spec.ts :: Chat queue banner recovery (recvieR87zAFp4) > successful recovery completed status clears autoRetry priority queue banner,chat,32,0,0,0,32,31,1,31,1,32,,17,14,failed,2026-06-16T02:41:48Z,Error: expect(locator).toContainText(expected) failed
chat-quota-redirect.spec.ts :: Quota Redirect > continues the paused task after credits recover and clears the busy state,chat,588,563,0,0,588,5,20,5,20,25,1.0000,0,5,passed,2026-06-29T14:04:45Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-quota-redirect.spec.ts :: Quota Redirect > continues the paused task after credits recover and clears the busy state (recvm6h7YQiwau),chat,16,16,0,0,16,0,0,0,0,0,1.0000,0,0,passed,,
chat-quota-redirect.spec.ts :: Quota Redirect > keeps post-model-switch pre-charge balance failures out of E9001,chat,446,446,0,0,446,0,0,0,0,0,1.0000,0,0,passed,,
chat-quota-redirect.spec.ts :: Quota Redirect > keeps the quota prompt when the original send later returns a generic failure,chat,632,579,0,30,632,8,75,8,75,84,0.9482,2,6,passed,2026-07-15T03:20:24Z,Error: expect(locator).toBeVisible() failed
"chat-quota-redirect.spec.ts :: Quota Redirect > pauses the task, opens pricing URL, and keeps a resumable entry",chat,603,579,0,0,603,6,18,6,18,24,1.0000,0,6,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"chat-quota-redirect.spec.ts :: Quota Redirect > shows alert for ""insufficient credits"" without insufficient_user_quota code",chat,52,0,0,0,52,52,0,52,0,52,,44,8,failed,2026-05-08T06:45:49Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
"chat-quota-redirect.spec.ts :: Quota Redirect > shows balance alert, opens pricing URL, and stops streaming",chat,52,0,0,0,52,52,0,52,0,52,,44,8,failed,2026-05-08T06:45:49Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
"chat-quota-redirect.spec.ts :: Quota Redirect > shows payment prompt for ""insufficient credits"" without insufficient_user_quota code",chat,639,579,0,0,639,31,29,31,29,60,1.0000,17,14,passed,2026-06-29T15:27:20Z,Error: expect(locator).toContainText(expected) failed
"chat-quota-redirect.spec.ts :: Quota Redirect > shows payment prompt, opens pricing URL, and stops streaming",chat,41,0,0,0,41,27,14,27,14,41,,16,11,flaky,2026-06-08T17:03:03Z,Error: expect(locator).toContainText(expected) failed
chat-quota-redirect.spec.ts :: Quota Redirect > starts a fresh non-retry turn after temporarily closing quota pause,chat,592,579,0,1,592,2,12,2,12,14,0.9983,0,2,passed,2026-06-25T22:08:55Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-reasoning-hidden.spec.ts :: Chat reasoning visibility > keeps reasoning internal during streaming and after completion,chat,86,86,0,0,86,0,0,0,0,0,1.0000,0,0,passed,,
chat-refunded-session-readonly-recvmBsWFCdRo4.spec.ts :: chat refunded session readonly (recvmBsWFCdRo4) > refunded sessions show start-new-chat and cannot dispatch another turn,chat,587,579,0,0,587,1,7,1,7,8,1.0000,0,1,passed,2026-06-25T22:08:55Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-regenerate-clears-ask-user-question-recvjKRiZmL2CE.spec.ts :: Regenerate clears pending AskUserQuestion (recvjKRiZmL2CE) > 重新生成旧 turn 后，该 turn 挂起的 AskUserQuestion 卡片消失,chat,588,579,0,0,588,0,9,0,9,9,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-regenerate-rewind-recvlA3JjqfCoh.spec.ts :: Chat regenerate rewind by uuid anchor (recvlA3JjqfCoh) > 重新生成第一条回复后，持久化历史不残留旧回复或后续 turn,chat,591,579,0,0,591,3,9,3,9,12,1.0000,1,2,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-result-text-backfill-recvhvuyuCHGJE.spec.ts :: Chat result text backfill (recvhvuyuCHGJE) > renders full text when streamed tail is lost and only the result carries it,chat,586,579,0,0,586,0,7,0,7,7,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-run-terminal-feedback-recvkUsh5vi4LB.spec.ts :: Chat run terminal feedback (recvkUsh5vi4LB) > surfaces a visible system notice when an agent run fails terminally (auth error),chat,605,579,0,0,605,14,12,14,12,26,1.0000,8,6,passed,2026-06-25T19:52:05Z,Error: expect(locator).toBeVisible() failed
chat-run-terminal-feedback-recvkUsh5vi4LB.spec.ts :: Chat run terminal feedback (recvkUsh5vi4LB) > surfaces a visible system notice when the AskUserQuestion panel is dismissed,chat,606,579,0,0,606,15,12,15,12,27,1.0000,8,7,passed,2026-06-16T02:41:48Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat-runtime-retry-hidden-while-streaming-recvmMAStTNqS5.spec.ts :: Chat runtime retry while streaming (recvmMAStTNqS5) > keeps retry notices hidden while the assistant is still streaming,chat,140,140,0,0,140,0,0,0,0,0,1.0000,0,0,passed,,
"chat-scroll-during-streaming-recvkIcdMuUcB6.spec.ts :: Chat scroll during streaming (recvkIcdMuUcB6) > keeps the user-scrolled position while a long response streams, then renders full text",chat,593,579,0,1,593,1,14,1,14,15,0.9983,0,1,flaky,2026-06-26T09:05:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-send-after-stop-recvjKRiZmJVYn.spec.ts :: chat send after stop (recvjKRiZmJVYn) > a message sent right after stop still goes through and produces a reply,chat,619,579,0,0,619,28,12,28,12,40,1.0000,17,11,passed,2026-06-10T21:46:04Z,Error: expect(locator).toContainText(expected) failed
chat-session-close-shiki-cache-purge.spec.ts :: Session close purges shikiHtmlCache (§2.8.3) > closing sessions sequentially drains sess:* entries from the shared cache,chat,653,579,0,1,653,69,6,69,6,75,0.9983,21,48,passed,2026-06-30T09:26:48Z,Error: expect(locator).toContainText(expected) failed
chat-user-message-dollar-literals-recvpqsj75WbqA.spec.ts :: Chat user dollar literals (recvpqsj75WbqA) > preserves user dollar tokens without disabling Agent inline math,chat,1,1,0,0,1,0,0,0,0,0,1.0000,0,0,passed,,
chat-user-message-linebreaks-recvkeIYdFMDiV.spec.ts :: Chat user message line breaks (recvkeIYdFMDiV) > multi-line user message preserves line breaks (not collapsed onto one line),chat,589,579,0,0,589,1,9,1,9,10,1.0000,0,1,passed,2026-06-25T18:13:33Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat-working-indicator-anchored-recvkGPw3z1ohk.spec.ts :: Chat working indicator anchored to bottom (recvkGPw3z1ohk) > executing indicator pins to chat-area bottom with no large blank gap on a short turn,chat,590,579,0,0,590,1,10,1,10,11,1.0000,0,1,passed,2026-06-29T06:49:32Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
chat.spec.ts :: Chat Interaction > should allow typing in chat input,chat,643,579,0,0,643,54,10,54,10,64,1.0000,45,9,passed,2026-06-29T15:25:18Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat.spec.ts :: Chat Interaction > should clear input after sending message,chat,646,579,0,0,646,54,13,54,13,67,1.0000,45,9,passed,2026-06-25T23:01:29Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat.spec.ts :: Chat Interaction > should collapse long user messages to six lines with a fade,chat,614,579,0,0,614,22,13,22,13,35,1.0000,11,11,passed,2026-06-29T15:25:18Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
chat.spec.ts :: Chat Interaction > should display chat input area,chat,645,579,0,0,645,57,9,57,9,66,1.0000,45,12,passed,2026-06-28T07:42:10Z,Error: expect(locator).toBeVisible() failed
chat.spec.ts :: Chat Interaction > should display code block with copy button,chat,599,579,0,0,599,13,7,13,7,20,1.0000,11,2,passed,2026-06-26T08:43:32Z,TimeoutError: locator.click: Timeout 10000ms exceeded.
chat.spec.ts :: Chat Interaction > should enable send button when message is typed,chat,645,579,0,0,645,57,9,57,9,66,1.0000,45,12,passed,2026-06-29T14:04:45Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
chat.spec.ts :: Chat Interaction > should support multi-line input with Shift+Enter,chat,647,579,0,0,647,60,8,60,8,68,1.0000,45,15,passed,2026-06-28T05:50:20Z,TimeoutError: locator.click: Timeout 30000ms exceeded.
claude-force-new-context-replay-recvjKRiZmwzhS.spec.ts :: Claude force-new context replay (recvjKRiZmwzhS) > 磁盘 session 丢失触发 force-new 时，从 DB 历史重建上下文而非静默丢弃,agent-runtime,597,579,0,2,597,2,18,2,18,20,0.9965,0,2,passed,2026-06-29T14:04:45Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-autosave.spec.ts :: Combo auto-save status UI > draft panel can be closed with close button,combo,41,0,0,0,41,41,0,41,0,41,,33,8,failed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-autosave.spec.ts :: Combo auto-save status UI > draft panel file list entries show relative paths,combo,41,0,0,0,41,41,0,41,0,41,,33,8,failed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-autosave.spec.ts :: Combo auto-save status UI > draft panel file tree allows folder expansion and collapse,combo,41,0,0,0,41,41,0,41,0,41,,33,8,failed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-autosave.spec.ts :: Combo auto-save status UI > draft panel shows save state badge and file list,combo,41,0,0,0,41,41,0,41,0,41,,33,8,failed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-autosave.spec.ts :: Combo Skill auto-save status UI > draft panel can be closed with close button,combo,594,579,0,0,594,3,12,3,12,15,1.0000,0,3,passed,2026-06-29T06:49:32Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-autosave.spec.ts :: Combo Skill auto-save status UI > draft panel file list entries show relative paths,combo,597,579,0,1,597,2,17,2,17,19,0.9983,0,2,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-autosave.spec.ts :: Combo Skill auto-save status UI > draft panel file tree allows folder expansion and collapse,combo,595,579,0,0,595,1,15,1,15,16,1.0000,1,0,passed,2026-06-11T03:33:03Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-autosave.spec.ts :: Combo Skill auto-save status UI > draft panel shows save state badge and file list,combo,590,579,0,0,590,2,9,2,9,11,1.0000,1,1,passed,2026-06-26T04:28:22Z,TimeoutError: locator.evaluate: Timeout 30000ms exceeded.
combo-card-run-prompt-recvhN8aBRS2Rw.spec.ts :: Combo card run button fills composer prompt (recvhN8aBRS2Rw) > clicking the combo card ▶️ run button loads the combo AND fills the composer with the task prompt,combo,641,579,0,1,641,42,21,42,21,63,0.9983,26,16,passed,2026-06-28T07:42:10Z,Error: expect(received).toBe(expected) <path> Object.is equality
combo-details.spec.ts :: Combo details panel > clicking combo card opens details panel with combo info,combo,44,0,0,0,44,44,0,44,0,44,,36,8,failed,2026-05-08T06:45:49Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-details.spec.ts :: Combo details panel > details panel close button returns to combo list,combo,44,0,0,0,44,44,0,44,0,44,,36,8,failed,2026-05-08T06:45:49Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-details.spec.ts :: Combo details panel > import .aoe file via IPC and verify it appears in combo panel,combo,41,0,0,0,41,41,0,41,0,41,,33,8,failed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-details.spec.ts :: Combo details panel > sealed combo with description shows it in details panel,combo,41,0,0,0,41,41,0,41,0,41,,33,8,failed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-details.spec.ts :: Combo Skill details panel > clicking combo card opens details panel with combo info,combo,593,579,0,1,593,0,15,0,15,15,0.9983,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
