route_id,module_tags,total_runs,full_runs,full_failed_runs,full_flaky_runs,log_signal_runs,log_failed_runs,log_flaky_runs,failed_runs,flaky_runs,attempt_failures,pass_rate,failed_runs_macos,failed_runs_windows,last_outcome,last_failed_at,top_error_signature
combo-organize.spec.ts :: Combo Skill organize flow > creating owned combo from session via IPC adds it to panel,combo,591,579,0,0,591,2,10,2,10,12,1.0000,0,2,passed,2026-06-26T04:05:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-organize.spec.ts :: Combo Skill organize flow > multiple combos can be loaded simultaneously into a session,combo,593,579,0,0,593,2,12,2,12,14,1.0000,1,1,passed,2026-06-26T04:28:22Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-recommended-download-lock-recvlxoOzG2Fu2.spec.ts :: ComboPanel recommended download lock (recvlxoOzG2Fu2) > failed recommended install keeps a sanitized error visible and retryable (recvmNlsqeABWF recvpdqIpDr16t),combo,140,140,0,0,140,0,0,0,0,0,1.0000,0,0,passed,,
combo-recommended-download-lock-recvlxoOzG2Fu2.spec.ts :: ComboPanel recommended download lock (recvlxoOzG2Fu2) > failed recommended install keeps the error visible and retryable (recvmNlsqeABWF),combo,306,306,0,0,306,0,0,0,0,0,1.0000,0,0,passed,,
"combo-recommended-download-lock-recvlxoOzG2Fu2.spec.ts :: ComboPanel recommended download lock (recvlxoOzG2Fu2) > install button locks while downloading, recommended card disappears once installed",combo,585,579,0,0,585,0,6,0,6,6,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-recommended-download-lock-recvlxoOzG2Fu2.spec.ts :: ComboPanel recommended download lock (recvlxoOzG2Fu2) > install request locks the recommendation before backend status syncs (recvnVdsRH1Fc4),combo,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
combo-recommended-pill-weaken-recvhNo11BfHnh.spec.ts :: Recommended Combo pill weakened styling (recvhNo11BfHnh) > recommended pill uses a dashed/transparent style distinct from the solid loaded pill,combo,669,579,0,14,669,43,61,43,61,104,0.9758,27,16,flaky,2026-07-20T04:17:29Z,Error: expect(locator).toBeVisible() failed
combo-runtime-consistency-recvpSD3d87JPR.spec.ts :: Combo runtime consistency (recvpSD3d87JPR) > keeps healthy Combo discovery results and diagnoses a truncated large Write payload,combo,15,15,0,0,15,0,0,0,0,0,1.0000,0,0,passed,,
combo-sealed.spec.ts :: Sealed combo restrictions > locally imported sealed combo context menu hides trust toggle item,combo,592,579,0,0,592,1,12,1,12,13,1.0000,0,1,passed,2026-06-29T06:02:06Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-sealed.spec.ts :: Sealed combo restrictions > owned combo card shows edit button,combo,634,579,0,0,634,41,14,41,14,55,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-sealed.spec.ts :: Sealed combo restrictions > owned combo details panel shows export and publish buttons,combo,637,579,0,0,637,45,13,45,13,58,1.0000,36,9,passed,2026-06-25T10:28:09Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-sealed.spec.ts :: Sealed combo restrictions > sealed combo card does NOT show edit button,combo,630,579,0,0,630,42,9,42,9,51,1.0000,34,8,passed,2026-06-10T16:18:59Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-sealed.spec.ts :: Sealed combo restrictions > sealed combo context menu shows trust toggle item,combo,43,0,0,0,43,41,2,41,2,43,,33,8,flaky,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-sealed.spec.ts :: Sealed combo restrictions > sealed combo details panel shows trust button but not export/publish,combo,644,579,0,0,644,52,13,52,13,65,1.0000,33,19,passed,2026-06-25T10:42:02Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-store.spec.ts :: Combo Skills Store > English Marketing filter hides Chinese-only marketplace cards,combo,17,17,0,0,17,0,0,0,0,0,1.0000,0,0,passed,,
combo-store.spec.ts :: Combo Skills Store > language filter defaults to user settings and list cards omit icons and dash placeholders,combo,596,579,0,0,596,2,15,2,15,17,1.0000,1,1,passed,2026-06-26T14:33:06Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-store.spec.ts :: Combo Skills Store > marketplace detail shows downloading status and uses remote name in uninstall confirmation,combo,385,385,0,0,385,0,0,0,0,0,1.0000,0,0,passed,,
combo-uninstall.spec.ts :: Combo Skill uninstall flow > uninstall confirmation dialog can be cancelled,combo,593,579,0,0,593,0,14,0,14,14,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-uninstall.spec.ts :: Combo Skill uninstall flow > uninstall via context menu shows confirmation dialog,combo,589,579,0,1,589,2,9,2,9,11,0.9983,0,2,passed,2026-06-28T08:42:46Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-uninstall.spec.ts :: Combo Skill uninstall flow > uninstall via details panel closes confirmation immediately while uninstall continues,combo,238,236,0,0,238,1,1,1,1,2,1.0000,1,0,passed,2026-07-23T20:02:56Z,Error: expect(received).toBe(expected) <path> Object.is equality
combo-uninstall.spec.ts :: Combo Skill uninstall flow > uninstall via details panel shows confirmation dialog and removes combo,combo,361,343,0,0,361,2,16,2,16,18,1.0000,0,2,passed,2026-06-29T06:02:06Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
combo-uninstall.spec.ts :: Combo uninstall flow > uninstall confirmation dialog can be cancelled,combo,44,0,0,0,44,44,0,44,0,44,,36,8,failed,2026-05-08T06:45:49Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-uninstall.spec.ts :: Combo uninstall flow > uninstall via context menu shows confirmation dialog,combo,41,0,0,0,41,41,0,41,0,41,,33,8,failed,2026-04-23T09:10:40Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-uninstall.spec.ts :: Combo uninstall flow > uninstall via details panel shows confirmation dialog and removes combo,combo,44,0,0,0,44,44,0,44,0,44,,36,8,failed,2026-05-08T06:45:49Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
combo-upgrade-failure-keeps-local-recvmMUn1zGy2m.spec.ts :: Combo upgrade failure keeps local package (recvmMUn1zGy2m) > cold-start failed marketplace row with local package is recovered and loadable,combo,231,231,0,0,231,0,0,0,0,0,1.0000,0,0,passed,,
completion-notification-switches-session-recvm1qshQRqmd.spec.ts :: completion notification switches back to its session (recvm1qshQRqmd) > clicking the task-complete notification re-activates the originating session,chat,592,579,0,0,592,0,13,0,13,13,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
context-compaction-timeout-recvneT4E3KOtW.spec.ts :: Context compaction timeout recovery (recvneT4E3KOtW) > settles auto-compaction when fallback tool result arrives before renderer watchdog,chat,584,579,0,6,584,0,11,0,11,11,0.9896,0,0,passed,,Error: expect(locator).toHaveCount(expected) failed
context-menu-paste-refocus-recvjKRiZmcO19.spec.ts :: context-menu paste re-focuses the editor (recvjKRiZmcO19) > editable context menu wires paste (and siblings) to focus-then-command click handlers,chat,580,579,0,0,580,0,1,0,1,1,1.0000,0,0,passed,,TimeoutError: page.waitForLoadState: Timeout 30000ms exceeded.
context-menu-paste-refocus-recvjKRiZmcO19.spec.ts :: context-menu paste re-focuses the editor (recvjKRiZmcO19) > non-editable selection menu also re-focuses before copy,chat,581,579,0,0,581,0,2,0,2,2,1.0000,0,0,passed,,TimeoutError: page.waitForLoadState: Timeout 30000ms exceeded.
custom-command-other-workspace-readonly.spec.ts :: Custom command other-workspace isolation (recvkYmCQIlcom) > other-workspace command is visible but has NO delete/edit entry,custom-command,596,579,0,0,596,1,16,1,16,17,1.0000,0,1,passed,2026-06-28T09:29:48Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
custom-command-other-workspace-readonly.spec.ts :: Custom command other-workspace isolation (recvkYmCQIlcom) > own-workspace command card exposes edit + delete actions,custom-command,589,579,0,0,589,1,9,1,9,10,1.0000,0,1,passed,2026-06-29T15:25:18Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
custom-command.spec.ts :: Custom Command Feature > Command Execution > should execute a prompt command and fill chat input,custom-command,686,579,0,9,686,82,34,82,34,117,0.9845,57,25,passed,2026-06-26T00:38:45Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should create a prompt type command,custom-command,681,579,0,13,681,79,36,79,36,115,0.9775,57,22,flaky,2026-06-11T04:03:35Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should create a script type command,custom-command,0,0,0,0,0,0,0,0,0,0,,0,0,skipped,,
custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should create a workflow command from source-defined input schema,custom-command,4,1,0,0,4,2,1,2,1,3,1.0000,2,0,passed,2026-07-24T08:54:02Z,Error: expect(locator).toBeVisible() failed
custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should delete a command,custom-command,693,579,0,6,693,79,41,79,41,120,0.9896,57,22,passed,2026-06-11T04:03:35Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should edit an existing command,custom-command,690,579,0,6,690,80,37,80,37,117,0.9896,57,23,passed,2026-06-25T10:28:09Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should open command editor when clicking add button,custom-command,673,579,0,0,673,78,16,78,16,94,1.0000,56,22,passed,2026-06-11T04:03:35Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should show custom category in new session landing,custom-command,670,579,0,0,670,80,11,80,11,91,1.0000,57,23,passed,2026-06-29T02:22:11Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
custom-command.spec.ts :: Custom Command Feature > Variable Input Form > should cancel variable input form,custom-command,686,579,0,6,686,78,35,78,35,114,0.9896,56,22,passed,2026-06-25T10:28:09Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
custom-command.spec.ts :: Custom Command Feature > Variable Input Form > should show variable input form for commands with custom variables,custom-command,691,579,0,10,691,80,42,80,42,122,0.9827,57,23,passed,2026-06-25T10:28:09Z,Error: openWorkspaceFromWelcome: chat-panel not found after click
dislike-dialog-browser-panel-rebound-recvjptsaRmJV4.spec.ts :: Dislike dialog overlay must not rebind a hidden browser panel (recvjptsaRmJV4) > closing a dialog overlay while the browser panel is hidden does not re-attach the native view,browser;chat,594,579,0,0,594,2,13,2,13,15,1.0000,0,2,passed,2026-06-26T09:05:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"dislike-dialog-browser-panel-rebound-recvjptsaRmJV4.spec.ts :: Dislike dialog overlay must not rebind a hidden browser panel (recvjptsaRmJV4) > with the browser panel visible, the dialog overlay still hides then restores the native view",browser;chat,591,579,0,0,591,1,11,1,11,12,1.0000,0,1,passed,2026-06-25T10:28:09Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
drag-drop.spec.ts :: In-app Drag & Drop > drag file between split panels moves it into destination directory,file-browser,643,579,0,7,643,41,30,41,30,72,0.9879,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
drag-drop.spec.ts :: In-app Drag & Drop > drag file from file browser to browser tab uploads file,browser;file-browser,643,579,0,0,643,42,22,42,22,64,1.0000,33,9,passed,2026-06-28T05:48:11Z,Error: openSeededWorkspaceByName: chat-panel not found after click
drag-drop.spec.ts :: In-app Drag & Drop > drag file to browser drop zone triggers file upload,browser;file-browser,630,579,0,0,630,44,7,44,7,51,1.0000,33,11,passed,2026-06-28T10:51:50Z,Error: openSeededWorkspaceByName: chat-panel not found after click
drag-drop.spec.ts :: In-app Drag & Drop > multi-select drag from file list inserts chips into chat input and renders after send,file-browser,664,579,0,0,664,70,15,70,15,85,1.0000,49,21,passed,2026-06-25T10:28:09Z,Error: openSeededWorkspaceByName: chat-panel not found after click
drag-drop.spec.ts :: In-app Drag & Drop > window file dragover only renders chat overlay for the active workspace,file-browser,583,579,0,0,583,0,4,0,4,4,1.0000,0,0,passed,,Error: expect(locator).toBeVisible() failed
ebook-preview-recvnq8v2zXxb3.spec.ts :: Ebook preview (recvnq8v2zXxb3) > opens EPUB in the built-in reader and recognizes MOBI/AZW3 as ebook fallback,,231,230,0,2,231,1,2,1,2,3,0.9913,0,1,passed,2026-07-22T13:47:22Z,"Error: EBUSY: resource busy or locked, rmdir '<path>"
file-browser-breadcrumb-menu-position-recvod3RVH8k4T.spec.ts :: File Browser breadcrumb children menu positioning (recvod3RVH8k4T) > left-side breadcrumb children menu is clamped to the address bar and remains clickable,browser;file-browser,11,11,0,0,11,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-clean-json-preview-switch-recvo6TglGeaL7.spec.ts :: File browser clean JSON preview switching (recvo6TglGeaL7) > switches to Markdown without waiting for a clean JSON editor save timeout,browser;file-browser,27,27,0,0,27,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-context-menu.spec.ts :: File Browser Context Menu > move to trash confirm is localized (multi-select + cancel),browser;file-browser,677,579,0,8,677,64,42,64,42,106,0.9862,49,15,passed,2026-06-25T10:28:09Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-context-menu.spec.ts :: File Browser Context Menu > move to trash confirm is localized (single + cancel),browser;file-browser,635,579,0,1,635,41,16,41,16,57,0.9983,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-date-sort-mixes-folders-recvoB7DrOpGkI.spec.ts :: File browser modified-date sort mixes folders and files (recvoB7DrOpGkI) > clicking the modified date header orders sibling folders and files by mtime,browser;file-browser,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-deterministic-sort-recvlgTQKWzvfG.spec.ts :: File browser deterministic sort (recvlgTQKWzvfG) > renders folders-first natural order with a stable name tiebreaker when dates tie,browser;file-browser,587,579,0,0,587,1,7,1,7,8,1.0000,0,1,passed,2026-06-25T10:42:02Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-browser-downloads-sort-recvlzTROEqMym.spec.ts :: Downloads directory sorting (recvlzTROEqMym) > size column sorts a 2000+ item Downloads folder using full metadata,file-browser,621,579,0,0,621,32,10,32,10,42,1.0000,2,30,passed,2026-06-29T15:25:18Z,TimeoutError: locator.evaluate: Timeout 30000ms exceeded.
file-browser-drag-parent-to-child-move-recvjKRiZmfCiC.spec.ts :: file browser parent→child drag moves (recvjKRiZmfCiC) > dragging a.txt from the workspace root onto dir-a moves it (source row disappears),browser;file-browser,655,579,0,0,655,22,54,22,54,76,1.0000,17,5,passed,2026-06-26T00:38:45Z,Error: expect(received).not.toContain(expected) <path> indexOf
file-browser-emoji-text-drop-md-recvkYaAYLjahB.spec.ts :: built-in browser emoji-text drop (recvkYaAYLjahB) > 拖入带表情的文本应生成 .md 文档而非以表情命名的 .png,browser;file-browser,592,579,0,1,592,2,12,2,12,14,0.9983,0,2,passed,2026-07-16T11:32:47Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-browser-enoent-fallback.spec.ts :: File Browser ENOENT Fallback > navigates to parent when directory does not exist,browser;file-browser,630,579,0,0,630,42,9,42,9,51,1.0000,33,9,passed,2026-06-25T10:28:09Z,Error: openSeededWorkspaceByName: chat-panel not found after click
"file-browser-header-sort-clears-grouping-recvnym30hy3v6.spec.ts :: File browser header sorting clears grouping (recvnym30hy3v6) > sorts the full list by name, modified date, size, and kind headers",browser;file-browser,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-large-json-preview-recvnxvfCjhrAR.spec.ts :: File browser JSON-heavy directory preview (recvnxvfCjhrAR) > opens Markdown preview beside many JSON files,browser;file-browser,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-pdf-default-app-open-recvoLa0TuoVD2.spec.ts :: File Browser — PDF default app fallback (recvoLa0TuoVD2) > PDF load-error fallback sends the original PDF path to the OS opener,browser;file-browser,92,45,0,14,92,2,59,2,59,64,0.6889,0,2,passed,2026-07-22T18:36:14Z,Error: expect(received).toBe(expected) <path> Object.is equality
file-browser-reopen-refresh-recvq77bpa5H27.spec.ts :: File browser refresh after reopen (recvq77bpa5H27) > reopening the hidden file browser reloads files created while its watcher was unmounted,browser;file-browser,10,10,0,0,10,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-search-close-preserves-results-recvnqdqU4OkRa.spec.ts :: file browser search close behavior (recvnqdqU4OkRa) > closing the search input keeps the filtered result list active,browser;file-browser,60,45,0,0,60,15,0,15,0,15,1.0000,11,4,failed,2026-07-27T14:04:19Z,Error: expect(received).toBe(expected) <path> Object.is equality
file-browser-state.spec.ts :: File Browser State Persistence > expanded folders state persists,browser;file-browser,634,579,0,0,634,42,13,42,13,55,1.0000,33,9,passed,2026-06-25T23:01:29Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-state.spec.ts :: File Browser State Persistence > file browser restores directory state after app restart,browser;file-browser,634,579,0,0,634,43,12,43,12,55,1.0000,34,9,passed,2026-06-25T10:28:09Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-state.spec.ts :: File Browser State Persistence > file browser scroll position is reasonable after restart,browser;file-browser,631,579,0,0,631,44,8,44,8,52,1.0000,33,11,passed,2026-06-28T06:47:46Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-state.spec.ts :: File Browser State Persistence > file browser selection is cleared on restart,browser;file-browser,631,579,0,0,631,41,11,41,11,52,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-state.spec.ts :: File Browser State Persistence > file browser sort order persists,browser;file-browser,629,579,0,0,629,41,9,41,9,50,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-state.spec.ts :: File Browser State Persistence > file browser view mode persists,browser;file-browser,631,579,0,0,631,41,11,41,11,52,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser-status-bar.spec.ts :: File Browser Status Bar > shows disk space without breaking chat input after startup background tasks,browser;file-browser,632,579,0,0,632,46,7,46,7,53,1.0000,35,11,passed,2026-06-28T07:42:10Z,Error: expect(locator).toBeVisible() failed
file-browser-symlink-dir-recvkHerD3rWOQ.spec.ts :: File Browser — symlink-to-directory click (BUG-017) > double-clicking a symlink to a directory navigates inside instead of opening in Finder,browser;file-browser,392,298,0,50,392,2,142,2,142,148,0.8322,2,0,skipped,2026-07-07T15:11:49Z,Error: expect(locator).toBeVisible() failed
file-browser-tab-drop-parent-to-child-move-recvhqCIi76vDc.spec.ts :: file browser parent→child TAB drop moves (recvhqCIi76vDc) > dropping a.txt from the parent tab onto the child dir-a tab moves it (source disappears),browser;file-browser,654,579,0,13,654,5,83,5,83,88,0.9775,1,4,passed,2026-06-25T10:28:09Z,Error: expect(received).not.toContain(expected) <path> indexOf
file-browser-thumbnail-routing.spec.ts :: File browser thumbnail routing > keeps stable folder glyphs while only safe images use file-specific URLs,browser;file-browser,96,96,0,0,96,0,0,0,0,0,1.0000,0,0,passed,,
"file-browser-thumbnail-routing.spec.ts :: File browser thumbnail routing > only safe image files use file-specific thumbnail URLs in Grid, Column, and Preview",browser;file-browser,134,134,0,0,134,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-virtualization.spec.ts :: File browser long-directory virtualization > keeps list and grid DOM bounded while preserving the full item count,browser;file-browser,252,252,0,0,252,0,0,0,0,0,1.0000,0,0,passed,,
file-browser-workspace-tab-path-isolation-rec20260630.spec.ts :: File Browser workspace tab path isolation (rec20260630) > clicking another file-browser tab preserves its own address and file list after rootPath sync,browser;file-browser,579,579,0,0,579,0,0,0,0,0,1.0000,0,0,passed,,
file-browser.spec.ts :: File Browser > folder rename input supports partial text selection without moving the folder,browser;file-browser,596,579,0,1,596,4,14,4,14,18,0.9983,1,3,passed,2026-06-26T09:05:02Z,Error: expect(locator).toBeVisible() failed
file-browser.spec.ts :: File Browser > icon search keeps an active filter visible after the pane narrows,browser;file-browser,580,579,0,0,580,1,0,1,0,1,1.0000,1,0,passed,2026-07-22T19:47:24Z,Error: Failed to resize the workspace so the file list width enters the 360-419px compact transition band.
file-browser.spec.ts :: File Browser > list view enters compact layout when the pane narrows below 420px,browser;file-browser,635,579,0,0,635,43,13,43,13,56,1.0000,34,9,passed,2026-07-22T19:47:24Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser.spec.ts :: File Browser > multi-select with Shift and Ctrl/Cmd,browser;file-browser,648,579,0,0,648,60,9,60,9,69,1.0000,48,12,passed,2026-05-20T04:22:41Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser.spec.ts :: File Browser > navigate directories + back/forward + address bar,browser;file-browser,637,579,0,0,637,42,16,42,16,58,1.0000,33,9,passed,2026-06-26T00:38:45Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-browser.spec.ts :: File Browser > search filters results and sort toggles direction,browser;file-browser,650,579,0,0,650,65,6,65,6,71,1.0000,49,16,passed,2026-06-28T05:50:20Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-manager-session-directory-sync-recvm1qt9HSJHv.spec.ts :: FileManager session directory sync (recvm1qt9HSJHv) > missing latest message binding falls back to the session snapshot directory,file-browser,139,139,0,0,139,0,0,0,0,0,1.0000,0,0,passed,,
file-manager-session-directory-sync-recvm1qt9HSJHv.spec.ts :: FileManager session directory sync (recvm1qt9HSJHv) > new user message rebinds the session to the active file-manager tab group,file-browser,586,579,0,0,586,1,6,1,6,7,1.0000,0,1,passed,2026-06-26T04:28:22Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-manager-session-directory-sync-recvm1qt9HSJHv.spec.ts :: FileManager session directory sync (recvm1qt9HSJHv) > switching sessions activates that session file-manager directory,file-browser,589,579,0,0,589,1,9,1,9,10,1.0000,0,1,passed,2026-06-28T05:48:11Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-manager-session-directory-sync-recvm1qt9HSJHv.spec.ts :: FileManager session directory sync (recvm1qt9HSJHv) > switching sessions opens a file-manager tab when sessions share one stale group,file-browser,584,579,0,0,584,0,5,0,5,5,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-manager-session-directory-sync-recvm1qt9HSJHv.spec.ts :: FileManager session directory sync (recvm1qt9HSJHv) > switching sessions reuses a layout-matching tab when file-browser tab state is stale,browser;file-browser,586,579,0,0,586,1,6,1,6,7,1.0000,0,1,passed,2026-06-25T22:56:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"file-manager-session-tab-activation-recvmIoNDCBqFN.spec.ts :: FileManager session tab activation (recvmIoNDCBqFN) > clicking an inactive session activates its file-manager tab, path, and file list",file-browser,590,579,0,0,590,0,11,0,11,11,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-preview-edit-mode.spec.ts :: File Preview Edit Mode > complete flow: open editable file → Esc closes directly,file-preview,638,579,0,0,638,43,16,43,16,59,1.0000,34,9,passed,2026-06-25T23:01:29Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-preview-edit-mode.spec.ts :: File Preview Edit Mode > Enter does not activate edit mode for non-editable files (images),file-preview,634,579,0,0,634,41,14,41,14,55,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-preview-edit-mode.spec.ts :: File Preview Edit Mode > Esc in editing mode closes the file directly,file-preview,626,579,0,0,626,41,6,41,6,47,1.0000,33,8,passed,2026-04-23T09:10:40Z,Error: openSeededWorkspaceByName: chat-panel not found after click
file-preview-edit-mode.spec.ts :: File Preview Edit Mode > opens editable file in editing mode by default,file-preview,638,579,0,0,638,42,17,42,17,59,1.0000,33,9,passed,2026-06-25T10:28:09Z,Error: openSeededWorkspaceByName: chat-panel not found after click
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9, recvod3qgnykQ8) > ctrl+wheel zooms and shrinks back to fitted scale",browser;file-preview,180,180,0,0,180,0,0,0,0,0,1.0000,0,0,passed,,
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9, recvod3qgnykQ8) > double-click toggles fitted scale ↔ 2x",browser;file-preview,180,180,0,0,180,0,0,0,0,0,1.0000,0,0,passed,,
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9, recvod3qgnykQ8) > left-button drag pans zoomed image and keeps preview focus",browser;file-preview,180,180,0,0,180,0,0,0,0,0,1.0000,0,0,passed,,
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9, recvod3qgnykQ8) > reset button restores fitted centered transform and readout",browser;file-preview,180,180,0,0,180,0,0,0,0,0,1.0000,0,0,passed,,
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9, recvod3qgnykQ8) > toolbar visible, portrait image opens fitted to viewport without ambiguous fit button",browser;file-preview,180,180,0,0,180,0,0,0,0,0,1.0000,0,0,passed,,
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9, recvod3qgnykQ8) > zoom-out button floors at fitted scale",browser;file-preview,180,180,0,0,180,0,0,0,0,0,1.0000,0,0,passed,,
file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9) > double-click toggles 1x ↔ 2x,browser;file-preview,415,399,0,0,415,1,15,1,15,16,1.0000,0,1,passed,2026-06-28T06:47:46Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9) > left-button drag pans tall image at 100%,browser;file-preview,411,399,0,0,411,0,12,0,12,12,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9) > reset button restores (0, 0, 1) and readout to 100%",browser;file-preview,407,399,0,0,407,0,8,0,8,8,1.0000,0,0,passed,,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
"file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9) > toolbar visible, tall image is width-filled and top-anchored",browser;file-preview,416,399,0,0,416,1,16,1,16,17,1.0000,0,1,passed,2026-06-25T08:19:51Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9) > wheel (no ctrl) pans translateY; ctrl+wheel zooms; zoom-out preserves pan,browser;file-preview,414,399,0,0,414,1,14,1,14,15,1.0000,0,1,passed,2026-06-26T07:18:12Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-preview-image-zoom-toolbar.spec.ts :: File-browser image preview (recvhvCEvo2TJ9) > zoom-out button floors at 100% (no sub-1 scale),browser;file-preview,408,399,0,0,408,2,7,2,7,9,1.0000,2,0,passed,2026-06-10T21:46:04Z,TimeoutError: locator.evaluate: Timeout 3000ms exceeded.
file-search-cache-version-invalidation.spec.ts :: file-search cache version invalidation (recvhq7XG6yXUW) > invalidate-then-record round-trip leaves the sidecar version-matched,file-search,486,486,0,0,486,0,0,0,0,0,1.0000,0,0,passed,,
file-search-cache-version-invalidation.spec.ts :: file-search cache version invalidation (recvhq7XG6yXUW) > meta sidecar path is deterministic relative to cache path,file-search,487,486,0,0,487,0,1,0,1,1,1.0000,0,0,passed,,TimeoutError: page.waitForLoadState: Timeout 30000ms exceeded.
